ID,Latitude,Longitude,Genus,Species,Family,Class,Infra-Class,Order,Status,Megafauna,AgeID,DatedRemain,DatedMaterial,Age,AgeType,DatingTechnique,OverallRegion,AdministrativeDivision,SpecificRegion,Cave/Site/Deposit,Chamber/Provenance,Stratigraphy/Taphonomy,Species abundances,Year
6709,-23.1631,150.5072,Pseudocheirops,species indet.,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,MC-02mid,Flowstone (oldest),Calcite,484.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Limestone Ridge (QML-1284),Layer B,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009,2007.0
6710,-34.0667,115.0167,Pseudocheirus,occidentalis,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANUA-10312,Sediment,Charcoal,23.4,=,Radiocarbon (ABOX),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit J,Yes,Yes,2008.0
6711,-34.0667,115.0167,Pseudocheirus,occidentalis,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANUA-10313,Sediment,Charcoal,24.3,=,Radiocarbon (ABOX),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit J,Yes,Yes,2008.0
6712,-34.0667,115.0167,Pseudocheirus,occidentalis,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANUA-10311,Sediment,Charcoal,25.3,=,Radiocarbon (ABOX),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit J,Yes,Yes,2008.0
6713,-34.0667,115.0167,Pseudocheirus,occidentalis,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANUA-10412,Sediment,Charcoal,30.3,=,Radiocarbon (ABOX),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit H,Yes,Yes,2008.0
6714,-34.0667,115.0167,Pseudocheirus,occidentalis,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,TEC-H,Sediment,Quartz,32.0,=,OSL  ,Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit H,Stratigraphy,"Yes, in SI ",2010.0
6715,-34.0667,115.0167,Pseudocheirus,occidentalis,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANUA-10324,Sediment,Charcoal,32.8,=,Radiocarbon (ABOX),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit H,Yes,Yes,2008.0
6716,-34.0667,115.0167,Pseudocheirus,occidentalis,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Quartz,33.0,=,OSL  ,Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit J,Stratigraphy,"Yes, in SI ",2010.0
6717,-34.0667,115.0167,Pseudocheirus,occidentalis,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,TEC07–5,Sediment,Quartz,34.0,=,OSL  ,Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit H,Stratigraphy,"Yes, in SI ",2010.0
6718,-34.0667,115.0167,Pseudocheirus,occidentalis,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,TEC-F (WAM 07.6.147),Sediment,Calcite,44.9,=,U-series Th/U  ,Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,"Unit E-G (date from Unit G, and E)",Stratigraphy,"Yes, in SI ",2010.0
6719,-34.0667,115.0167,Pseudocheirus,occidentalis,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,TE-FS-16a,Flowstone,Calcite,47.8,=,U-series Th/U (TIMS),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit H,Yes,Yes,2008.0
6720,-34.0667,115.0167,Pseudocheirus,occidentalis,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,TEC-F (unit G lower),Sediment,Calcite,48.7,=,U-series Th/U  ,Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,"Unit E-G (date from Unit G, and E)",Stratigraphy,"Yes, in SI ",2010.0
6721,-34.0667,115.0167,Pseudocheirus,occidentalis,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,TEC-F,Sediment,Calcite,112.0,=,U-series Th/U  ,Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit D,Stratigraphy,"Yes, in SI ",2010.0
6722,-34.0667,115.0167,Pseudocheirus,occidentalis,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,TE-FS-21a,Flowstone,Calcite,119.5,=,U-series Th/U (TIMS),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit D,Yes,Yes,2008.0
6723,-34.0667,115.0167,Pseudocheirus,occidentalis,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,TE-FS-UG,Flowstone,Calcite,136.8,=,U-series Th/U (TIMS),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit D,Yes,Yes,2008.0
6724,-34.0667,115.0167,Pseudocheirus,occidentalis,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,TEC-K-D2,Sediment,Calcite,146.3,<,U-series Th/U  ,Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit D,Stratigraphy,"Yes, in SI ",2010.0
6725,-16.3817,144.134,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Beta-46317,Sediment,Charcoal,0.94,=,Radiocarbon (C13 adjusted to -25 o/oo VPBD),Main Australia,QLD,Cape York Peninsula - Mitchell-Palmer Limestone Belt - Mossman,Mordor Cave,SU 4 - XU 25 - Square H10,Yes,Yes,1992.0
6726,-34.0667,115.0167,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANUA-13410,Sediment,Charcoal,43.0,=,Radiocarbon (ABOX),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,unit F2,Yes,Yes,2008.0
6727,-34.0667,115.0167,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANUA-11702,Sediment,Charcoal,45.2,=,Radiocarbon (ABOX),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit E,Yes,Yes,2008.0
6728,-34.0667,115.0167,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANUA-11701,Sediment,Charcoal,46.8,=,Radiocarbon (ABOX),Main Australia,WA,LeeuwinûNaturaliste region - Tamala Limestone,Tight Entrance Cave,Unit E,Yes,Yes,2008.0
6729,-37.0333,140.8,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NC1,Sediment,Quartz,206.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 1 - 102 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
6730,-37.0333,140.8,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NC2,Sediment,Quartz,231.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 2a - 114 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
6731,-37.0333,140.8,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NC3,Sediment,Quartz,257.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 2b - 134 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
6732,-37.0333,140.8,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NCF1-2 top,Flowstone,Calcite,289.0,=,U-series Th/U   ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 3 - 165 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
6733,-37.0333,140.8,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NC4,Sediment,Quartz,292.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 3 - 165 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
6734,-37.0333,140.8,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NCF1-3 mid,Flowstone,Calcite,297.0,=,U-series Th/U   ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 3 - 165 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
6735,-37.0333,140.8,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NCF1-1 base,Flowstone,Calcite,396.0,=,U-series Th/U   ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 3 - 165 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
6736,-37.0333,140.8,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NC5,Sediment,Quartz,513.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 4 - 190 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
6737,-37.0333,140.8,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NC6,Sediment,Quartz,535.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 4 - 190 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
6738,-34.15,115.07,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-342,Sediment,Charcoal,0.325,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 7b - Layer A (under B) - 70 cm below datum,Stratigraphy,Yes,1978.0
6739,-33.9819,115.0,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Wk-1875,Sediment,Charcoal,0.34,=,Radiocarbon  ,Main Australia,WA,Leeuwin-Naturaliste Region - Warren,Rainbow Cave,D22 / 5-10 cm,Stratigraphy,Yes,1993.0
6740,-33.9819,115.0,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Wk-1876,Sediment,Charcoal,0.79,<,Radiocarbon  ,Main Australia,WA,Leeuwin-Naturaliste Region - Warren,Rainbow Cave,D22 /15-20 cm - Between Wk-1875 and Wk-1876,Stratigraphy,Yes,1993.0
6741,-33.9819,115.0,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Wk-1877,Sediment,Charcoal,0.83,=,Radiocarbon  ,Main Australia,WA,Leeuwin-Naturaliste Region - Warren,Rainbow Cave,D22 / 35-40 cm,Stratigraphy,Yes,1993.0
6742,-25.3973,150.16,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Beta-16685,Sediment,Shell (Velesunio ambiguus),1.52,=,Radiocarbon  ,Main Australia,QLD,Brigalow Belt South - Mundubbera,Gyranda 17,Spit 14 - 52-61 cm depth,Yes - Stratigraphy,Yes,1987.0
6743,-24.275,146.4,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2090,Sediment,Charcoal,2.0,<,Radiocarbon  ,Main Australia,QLD,Brigalow Belt South - Great Divide - Tambo,Ken's Cave,Layer 5 in Section 2,Yes,No,1981.0
6744,-26.15,152.5333,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Beta-23344,Sediment,Charcoal,2.65,=,Radiocarbon  ,Main Australia,QLD,Mary Valley - Gympie - Brooyar State Forest,Brooyar Rockshelter,Square E15 - XU4 - 8-14 cm (near XU1 bottom),Stratigraphy,Yes,1988.0
6745,-32.3618,142.6136,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-3007,Sediment,Shellfish,3.22,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Three Mile Creek,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
6746,-33.9819,115.0,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Wk-1878,Sediment,Charcoal,4.15,=,Radiocarbon  ,Main Australia,WA,Leeuwin-Naturaliste Region - Warren,Rainbow Cave,D22 / 70-75 cm,Stratigraphy,Yes,1993.0
6747,-25.15,148.6167,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-1522,Sediment,Burnt wood,4.32,<,Radiocarbon  ,Main Australia,QLD,Brigalow Belt South - Carnavon Ranges - Wallaroo Station,Wanderer's Cave,3N-4E - some 35 cm depth - lowest level,Stratigraphy,No,1991.0
6748,-34.15,115.07,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-364,Sediment,Charcoal,6.49,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 7c - Layer G - 86 cm below datum,Stratigraphy,Yes,1978.0
6749,-34.15,115.07,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-102,Sediment,Charcoal,11.96,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 5 - Layer M - 78-95 cm below datum,Stratigraphy,Yes,1978.0
6750,-34.15,115.07,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-103,Sediment,Charcoal,12.05,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 5 - Layer K - 80 cm below datum,Stratigraphy,Yes,1978.0
6751,-42.5346,145.76,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2783,Fireplace,Charcoal,15.67,=,Radiocarbon  ,Australian Islands,TAS,Franklin River,Kutikina Cave (Fraser Cave),Unit 2 (spit 10 to 19) [see Kiernan et al. 1983],Stratigraphy in Kierman et al. 1983,Yes,2006.0
6752,-34.15,115.07,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-101,Sediment,Charcoal,19.0,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 5 - Layer 7 (lower),Stratigraphy,Yes,1978.0
6753,-34.15,115.07,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-33,Sediment,Charcoal,19.25,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 5 - Layer 9 - 222 cm below surface,Stratigraphy,Yes,1978.0
6754,-34.15,115.07,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-32,Sediment,Charcoal,20.4,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 2 - Layer 10c/10d - 249-267 cm below datum,Stratigraphy,Yes,1978.0
6755,-34.15,115.07,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-31,Sediment,Charcoal,24.6,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 2 - Layer 28 - 340 cm below datum,Stratigraphy,Yes,1978.0
6756,-34.15,115.07,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-539,Sediment,Charcoal,27.7,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trench 2 - Layer 28 - 340 cm below datum,Stratigraphy,Yes,1978.0
6757,-34.15,115.07,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-457,Sediment,Charcoal,31.4,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,Trenches 8(7) and 9 - Layer 18 - 293-.302 cvm below datum,Stratigraphy,Yes,1978.0
6758,-34.15,115.07,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-546,Sediment,Charcoal,31.8,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,"Trenches 2, 8(2) and 9 - Layer 30 - 350 cm below datum",Stratigraphy,Yes,1978.0
6759,-34.15,115.07,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-585,Sediment,Charcoal,32.48,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,"Trenches 2, 8(2) and 9 - Layer 30 - 350 cm below datum",Stratigraphy,Yes,1978.0
6760,-36.9667,140.7667,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-234,Sediment,Charcoal,33.8,=,Radiocarbon  ,Main Australia,SA,Naracoorte,Henschke Cave,Date from unit A3,Yes,No,1990.0
6761,-34.15,115.07,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-586,Sediment,Charcoal,35.16,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,"Trenches 2, 8(2) and 9 - Layer 30 - 350 cm below datum",Stratigraphy,Yes,1978.0
6762,-41.5821,145.7657,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,MC1-k3,Sediment,Quartz,36.0,=,OSL  ,Australian Islands,TAS,Waratah/Wynyard,Mt Cripps,CP213,Yes,Yes,2008.0
6763,-20.4366,144.6696,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Beta-7454,Sediment,Charcoal,0.17,<,Radiocarbon  ,Main Australia,QLD,Desert Uplands - Prairie Gorge - Hughenden,Mickey Springs Rockshelter,"Area G9c - Layer 1 - spit 5 - 10,5-14,5 cm depth",Yes,Yes,1990.0
6764,-31.0,125.0,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,WAIT-98,Sediment,Charcoal & wood,0.39,=,Radiocarbon  ,Main Australia,WA,Nullabor-Roe Plain - Hampton Tableland,Hampton Tableland Site 28,"Horizon A4 - 1,95 cm (height relative to measured section)",Taphonomy,Yes,1987.0
6765,-34.1192,115.0313,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,GaK-2949,Sarcophilus hair,Hair,0.43,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Augusta - Turner Brook,Cave 1 (Au24),0-10 cm,Yes,Yes,1972.0
6766,-38.32,141.41,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Beta-3922,Sediment,Charcoal,0.45,=,Radiocarbon  ,Main Australia,VIC,Naracoorte Portland Region - Porland Region,Bridgewater South Cave,Pit C - upper occupation unit (C) - 8-10 cm above unit A,Stratigaphy,Yes,1983.0
6767,-32.29,149.72,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-123,Sediment,Charcoal,0.73,>,Radiocarbon  ,Main Australia,NSW,Sydney Basin - Goulburn River - Bobadeen,BOB/1 Rockshelter,Bones from three top levels,Yes,Yes,1970.0
6768,-34.79,139.54,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal,1.29,<,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 2 - layer 4,Yes,Yes,1964.0
6769,-41.5821,145.7657,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,MC1-k1,Sediment,Quartz,1.5,=,OSL  ,Main Australia,TAS,Waratah/Wynyard,Mt Cripps,CP213,Yes,Yes,2008.0
6770,-33.1,150.34,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal/Shell/Plants,1.71,=,Radiocarbon  ,Main Australia,NSW,Hawkesbury River drainage basin,Capertee Rockshelter,Layer A,Yes (McCarthy 1964),No,2004.0
6771,-41.85,146.11,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Beta-4758,Sediment ,Charcoal?,3.38,=,Radiocarbon  ,Australian Islands,TAS,Tasmanian Central Highlands - Mersey River,Warragarra Rockshelter,"Pit D, Spit 10,bottom of upper unit",No,Yes,1983.0
6772,-41.85,146.11,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Beta-4758,Sediment ,Charcoal?,3.38,=,Radiocarbon  ,Australian Islands,TAS,Tasmanian Central Highlands - Mersey River,Warragarra Rockshelter,"Pit D, Spit 10,bottom of upper unit",No,Yes,1983.0
6773,-33.1,150.34,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal/Shell/Plants,3.558,=,Radiocarbon  ,Main Australia,NSW,Hawkesbury River drainage basin,Capertee Rockshelter,Layer D,Yes (McCarthy 1964),No,2004.0
6774,-33.1,150.34,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal/Shell/Plants,4.3,=,Radiocarbon  ,Main Australia,NSW,Hawkesbury River drainage basin,Capertee Rockshelter,Layer D,Yes (McCarthy 1964),No,2004.0
6775,-33.1,150.34,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal/Shell/Plants,4.79,=,Radiocarbon  ,Main Australia,NSW,Hawkesbury River drainage basin,Capertee Rockshelter,Layer E-F,Yes (McCarthy 1964),No,2004.0
6776,-41.689,145.491,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Beta-46302,Sediment,Charcoal,4.91,=,Radiocarbon  ,Australian Islands,TAS,Tasmanian West - Brougham's Inlet,Mackintosh 90/1 (TAS #4551),"Horizon III - unit 5 (base) - square FN (spits 5, 8 and 9)",Stratigraphy,No,1993.0
6777,-40.86,145.51,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,V-84,Sediment - Shelly lens,Wood charcoal,5.075,=,Radiocarbon  ,Australian Islands,TAS,Tasmanian Northern Slopes - Sisters' Hills - Rocky Cape,South Cave (T/3/2/RCS),Anatlytical Unit 6 - Section B - Stratigarphic Unit Q - 4 feet 2 inches to 4 feet 7 inches below surface,Yes,Yes,1971.0
6778,-33.1,150.34,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal/Shell/Plants,5.8,=,Radiocarbon  ,Main Australia,NSW,Hawkesbury River drainage basin,Capertee Rockshelter,Layer E-F,Yes (McCarthy 1964),No,2004.0
6779,-23.1667,150.4833,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OC-07,Calcite cement,Calcite,7.6,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Olsen's Cave,"Horizon A4 - 1,95 cm (height relative to measured section)",Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009,2007.0
6780,-40.86,145.51,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,GXO-266,Midden,Charcoal,8.12,<,Radiocarbon  ,Australian Islands,TAS,Tasmanian Northern Slopes - Sisters' Hills - Rocky Cape,South Cave (T/3/2/RCS),Anatlytical Unit 7 - Stratigarphic Unit R - 10 feet below surface,Yes,Yes,1971.0
6781,-38.32,141.41,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Beta-3923,Sediment,Charcoal,11.39,=,Radiocarbon  ,Main Australia,VIC,Naracoorte Portland Region - Porland Region,Bridgewater South Cave,Pit C - lower occupation unit (A) - 65 cm below surface,Stratigaphy,Yes,1983.0
6782,-41.5821,145.7657,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,MC1-k2,Sediment,Quartz,13.2,=,OSL  ,Main Australia,TAS,Waratah/Wynyard,Mt Cripps,CP213,Yes,Yes,2008.0
6783,-42.5784,146.4569,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,GaK-6875,Sediment,Charcoal,14.13,=,Radiocarbon  ,Australian Islands,TAS,Tasmanian Southern Ranges - Florentine River Valley,Titan Shelter,Pleistocene layer - Charcoal sample from 58-75 cm depth,Yes,Yes,1985.0
6784,-41.689,145.491,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Beta-46305,Sediment,Charcoal,15.16,=,Radiocarbon  ,Australian Islands,TAS,Tasmanian West - Brougham's Inlet,Mackintosh 90/1 (TAS #4551),Square GP - Horizon II - unit 4 (top) - Spits 9 and 10,Stratigraphy,No,1993.0
6785,-41.689,145.491,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Beta-45813,Sediment,Charcoal,15.56,=,Radiocarbon  ,Australian Islands,TAS,Tasmanian West - Brougham's Inlet,Mackintosh 90/1 (TAS #4551)," square HN (spit 9), stratigraphic unit: top of 4",Stratigraphy,No,1993.0
6786,-41.689,145.491,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Beta-45805,Sediment,Charcoal,15.57,=,Radiocarbon  ,Australian Islands,TAS,Tasmanian West - Brougham's Inlet,Mackintosh 90/1 (TAS #4551),Square GP - Horizon II - unit 4 (top) - Spits 9 and 10,Stratigraphy,No,1993.0
6787,-42.5784,146.4569,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Z-3370,Bone,Charcoal,27.0,=,ESR  ,Australian Islands,TAS,Tasmanian Southern Ranges - Florentine River Valley,Titan Shelter,Pleistocene layer - Charcoal sample from 58-75 cm depth,Yes,Yes,1985.0
6788,-34.0667,115.0197,Pseudocheirus,peregrinus,Pseudocheiridae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Tx-31,Sediment,Charcoal,31.5,>,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region,Mammoth Cave,Glauert + Le Souef deposits,No,No,1979.0
